DATA INCENDI,CODI COMARCA,COMARCA,CODI MUNICIPI,TERMEMUNIC,HAARBRADES,HANOARBRAD,HANOFOREST,HAFORESTAL,LOCALITZACIO,LATITUD,LONGITUD
02/07/2019,36,Tarragonès,431482,Tarragona,0.14,0.0,0.0,0.14,"Tarragona, Tarragonès, Catalunya",41.1172364,1.2546057
03/07/2019,14,Berguedà,81304,Montclar,0.0,0.0,0.0,0.0,"Montclar, Berguedà, Catalunya",42.018173,1.7653302
03/07/2019,10,Baix Empordà,170221,"Bisbal d'Empordà, la",0.42,0.0,2.61,0.42,"Bisbal d'Empordà, la, Baix Empordà, Catalunya",41.952658,3.0493023
03/07/2019,7,Bages,80478,Cardona,0.0,0.0,0.0,0.0,"Cardona, Bages, Catalunya",41.9142758,1.68133
04/07/2019,41,Vallès Oriental,81081,Lliçà de Vall,0.0,0.05,0.0,0.05,"Lliçà de Vall, Vallès Oriental, Catalunya",41.5915542,2.2422403
04/07/2019,30,Ribera d'Ebre,430846,Miravet,0.07,0.0,0.0,0.07,"Miravet, Ribera d'Ebre, Catalunya",41.037788,0.5977162
04/07/2019,33,Segrià,251207,Lleida,0.05,0.0,0.0,0.05,"Lleida, Segrià, Catalunya",41.6147605,0.6267842
04/07/2019,33,Segrià,250334,Artesa de Lleida,0.0,1.13,0.63,1.13,"Artesa de Lleida, Segrià, Catalunya",41.552805,0.7034622
04/07/2019,20,Gironès,170792,Girona,0.0,0.0,0.0,0.0,"Girona, Gironès, Catalunya",41.9793006,2.8199439
04/07/2019,22,Montsià,430445,"Sénia, la",0.0,1.1,0.34,1.1,"Sénia, la, Montsià, Catalunya",40.6942298,0.4517774
04/07/2019,14,Berguedà,80240,Borredà,0.42,0.0,0.0,0.42,"Borredà, Berguedà, Catalunya",42.1355536,1.9941054
04/07/2019,11,Baix Llobregat,80898,Gavà,0.0,0.0,0.0,0.0,"Gavà, Baix Llobregat, Catalunya",41.3050933,2.0063126
05/07/2019,19,Garrotxa,171833,Sant Aniol de Finestres,0.03,0.0,0.0,0.03,"Sant Aniol de Finestres, Garrotxa, Catalunya",42.0694431,2.6084554
05/07/2019,9,Baix Ebre,430069,Aldover,0.14,0.0,0.17,0.14,"Aldover, Baix Ebre, Catalunya",40.8800537,0.4985119
05/07/2019,11,Baix Llobregat,81141,Martorell,0.05,0.0,0.0,0.05,"Martorell, Baix Llobregat, Catalunya",41.4769177,1.9283971
05/07/2019,6,Anoia,81653,"Pobla de Claramunt, la",0.0,0.28,0.0,0.28,"Pobla de Claramunt, la, Anoia, Catalunya",41.5545592,1.6779739
05/07/2019,33,Segrià,250117,Alcarràs,0.6,0.0,0.0,0.6,"Alcarràs, Segrià, Catalunya",41.5632578,0.5240396
05/07/2019,10,Baix Empordà,170767,Garrigoles,0.15,0.0,0.0,0.15,"Garrigoles, Baix Empordà, Catalunya",42.1071682,3.030074
05/07/2019,26,Pallars Sobirà,251235,Lladorre,0.0,0.01,0.0,0.01,"Lladorre, Pallars Sobirà, Catalunya",42.6209464,1.2494301
05/07/2019,10,Baix Empordà,172327,Vilopriu,0.18,0.0,0.0,0.18,"Vilopriu, Baix Empordà, Catalunya",42.1043198,2.9918548
06/07/2019,35,Solsonès,250642,Castellar de la Ribera,0.51,0.0,0.0,0.51,"Castellar de la Ribera, Solsonès, Catalunya",42.022662,1.4161208
06/07/2019,6,Anoia,82573,Santa Maria de Miralles,0.0,0.0,0.0,0.0,"Santa Maria de Miralles, Anoia, Catalunya",41.5004287,1.5282249
06/07/2019,41,Vallès Oriental,82592,Santa Maria de Palautordera,0.01,0.0,0.0,0.01,"Santa Maria de Palautordera, Vallès Oriental, Catalunya",41.693781,2.4442321
06/07/2019,7,Bages,81786,Rajadell,0.73,5.35,9.96,6.08,"Rajadell, Bages, Catalunya",41.7291916,1.7056275
06/07/2019,11,Baix Llobregat,82896,Torrelles de Llobregat,0.0,0.0,0.0,0.0,"Torrelles de Llobregat, Baix Llobregat, Catalunya",41.3565232,1.9816276
06/07/2019,16,Conca de Barberà,431423,Sarral,0.0,0.0,0.0,0.0,"Sarral, Conca de Barberà, Catalunya",41.4453774,1.2454359
06/07/2019,28,Pla de l'Estany,170583,Crespià,0.1,0.0,0.0,0.1,"Crespià, Pla de l'Estany, Catalunya",42.1877796,2.7982926
06/07/2019,1,Alt Camp,431205,Querol,0.02,0.0,0.0,0.02,"Querol, Alt Camp, Catalunya",41.4234071,1.3955114
07/07/2019,41,Vallès Oriental,82592,Santa Maria de Palautordera,0.0,0.0,0.0,0.0,"Santa Maria de Palautordera, Vallès Oriental, Catalunya",41.693781,2.4442321
07/07/2019,5,Alta Ribagorça,250432,"Vall de Boí, la",0.0,0.05,0.0,0.05,"Vall de Boí, la, Alta Ribagorça, Catalunya",42.5040046,0.79537
07/07/2019,24,Osona,82016,Sant Boi de Lluçanès,0.52,0.0,2.46,0.52,"Sant Boi de Lluçanès, Osona, Catalunya",42.0578411,2.1511135
07/07/2019,6,Anoia,80082,Argençola,0.08,0.0,0.0,0.08,"Argençola, Anoia, Catalunya",41.5977099,1.4433782
07/07/2019,2,Alt Empordà,171714,Sant Llorenç de la Muga,0.1,0.0,0.0,0.1,"Sant Llorenç de la Muga, Alt Empordà, Catalunya",42.3199618,2.7888647
08/07/2019,16,Conca de Barberà,431439,Savallà del Comtat,0.02,0.0,0.0,0.02,"Savallà del Comtat, Conca de Barberà, Catalunya",41.5428139,1.2982819
08/07/2019,35,Solsonès,251462,Navès,0.01,0.0,0.0,0.01,"Navès, Solsonès, Catalunya",41.9911068,1.639612
08/07/2019,1,Alt Camp,430363,Cabra del Camp,0.0,0.0,0.0,0.0,"Cabra del Camp, Alt Camp, Catalunya",41.3952451,1.275736
08/07/2019,35,Solsonès,251240,Lladurs,0.0,0.0,0.0,0.0,"Lladurs, Solsonès, Catalunya",42.044734,1.508155
08/07/2019,11,Baix Llobregat,82956,Vallirana,0.0,0.02,0.0,0.02,"Vallirana, Baix Llobregat, Catalunya",41.3877623,1.9320806
08/07/2019,7,Bages,80847,Fonollosa,0.0,0.0,0.0,0.0,"Fonollosa, Bages, Catalunya",41.7626001,1.6678299
09/07/2019,36,Tarragonès,431482,Tarragona,0.03,0.0,0.1,0.03,"Tarragona, Tarragonès, Catalunya",41.1172364,1.2546057
10/07/2019,29,Priorat,431153,Pradell de la Teixeta,0.05,0.19,0.0,0.24,"Pradell de la Teixeta, Priorat, Catalunya",41.1566981,0.8744786
10/07/2019,10,Baix Empordà,171306,"Pera, la",0.0,0.01,0.0,0.01,"Pera, la, Baix Empordà, Catalunya",42.0248614,2.9692721
11/07/2019,36,Tarragonès,431359,Salomó,0.25,0.11,0.0,0.35,"Salomó, Tarragonès, Catalunya",41.2295948,1.3732303
12/07/2019,10,Baix Empordà,171306,"Pera, la",0.0,0.01,0.0,0.01,"Pera, la, Baix Empordà, Catalunya",42.0248614,2.9692721
13/07/2019,7,Bages,80121,Avinyó,0.17,0.0,0.0,0.17,"Avinyó, Bages, Catalunya",41.8630096,1.9707409
14/07/2019,40,Vallès Occidental,81252,Montcada i Reixac,0.0,0.17,0.0,0.17,"Montcada i Reixac, Vallès Occidental, Catalunya",41.4823115,2.1869985
14/07/2019,30,Ribera d'Ebre,430939,Móra d'Ebre,0.05,0.0,0.0,0.05,"Móra d'Ebre, Ribera d'Ebre, Catalunya",41.0893373,0.6412887
14/07/2019,3,Alt Penedès,80919,Gelida,0.01,0.0,0.0,0.01,"Gelida, Alt Penedès, Catalunya",41.4408877,1.8634309
15/07/2019,21,Maresme,81108,Malgrat de Mar,0.06,0.0,0.0,0.06,"Malgrat de Mar, Maresme, Catalunya",41.6459118,2.7414054
16/07/2019,4,Alt Urgell,250447,Bassella,0.19,0.08,0.07,0.27,"Bassella, Alt Urgell, Catalunya",42.0062092,1.2960417
16/07/2019,8,Baix Camp,431457,"Selva del Camp, la",0.0,1.33,2.55,1.33,"Selva del Camp, la, Baix Camp, Catalunya",41.2112712,1.1439589
17/07/2019,40,Vallès Occidental,81252,Montcada i Reixac,0.07,0.0,0.0,0.07,"Montcada i Reixac, Vallès Occidental, Catalunya",41.4823115,2.1869985
17/07/2019,10,Baix Empordà,170767,Garrigoles,0.02,0.0,0.0,0.02,"Garrigoles, Baix Empordà, Catalunya",42.1071682,3.030074
17/07/2019,21,Maresme,82845,Tordera,0.0,0.08,0.0,0.08,"Tordera, Maresme, Catalunya",41.6977173,2.7172987
17/07/2019,9,Baix Ebre,431554,Tortosa,0.05,0.0,0.0,0.05,"Tortosa, Baix Ebre, Catalunya",40.8110158,0.5209333
17/07/2019,11,Baix Llobregat,80898,Gavà,0.34,0.1,0.0,0.44,"Gavà, Baix Llobregat, Catalunya",41.3050933,2.0063126
18/07/2019,36,Tarragonès,430430,"Catllar, el",0.37,0.16,0.0,0.53,"Catllar, el, Tarragonès, Catalunya",41.1754929,1.3244059
18/07/2019,36,Tarragonès,430509,Creixell,0.0,1.25,0.94,1.25,"Creixell, Tarragonès, Catalunya",41.1677349,1.4391999
18/07/2019,40,Vallès Occidental,82665,Cerdanyola del Vallès,0.01,0.0,0.0,0.01,"Cerdanyola del Vallès, Vallès Occidental, Catalunya",41.4910324,2.1374969
18/07/2019,16,Conca de Barberà,430213,Barberà de la Conca,0.0,0.1,0.17,0.1,"Barberà de la Conca, Conca de Barberà, Catalunya",41.4110876,1.2273084
19/07/2019,20,Gironès,170792,Girona,0.01,0.0,0.0,0.01,"Girona, Gironès, Catalunya",41.9793006,2.8199439
19/07/2019,7,Bages,82129,Sant Feliu Sasserra,0.02,0.0,0.0,0.02,"Sant Feliu Sasserra, Bages, Catalunya",41.9447451,2.0213124
19/07/2019,28,Pla de l'Estany,172180,Vilademuls,0.0,0.0,0.69,0.0,"Vilademuls, Pla de l'Estany, Catalunya",42.138644,2.8879149
20/07/2019,23,Noguera,250352,"Sentiu de Sió, la",0.0,0.41,0.13,0.41,"Sentiu de Sió, la, Noguera, Catalunya",41.8211344,0.8826682
20/07/2019,36,Tarragonès,431482,Tarragona,0.45,0.0,0.0,0.45,"Tarragona, Tarragonès, Catalunya",41.1172364,1.2546057
21/07/2019,20,Gironès,170675,Flaçà,0.02,0.0,0.22,0.02,"Flaçà, Gironès, Catalunya",42.0456854,2.9569565
21/07/2019,3,Alt Penedès,82401,Sant Sadurní d'Anoia,0.05,0.0,0.0,0.05,"Sant Sadurní d'Anoia, Alt Penedès, Catalunya",41.4244663,1.7863949
23/07/2019,34,Selva,171030,Maçanet de la Selva,0.8,0.0,0.0,0.8,"Maçanet de la Selva, Selva, Catalunya",41.7774422,2.7309252
23/07/2019,20,Gironès,170675,Flaçà,0.07,0.0,0.0,0.07,"Flaçà, Gironès, Catalunya",42.0456854,2.9569565
23/07/2019,11,Baix Llobregat,83015,Viladecans,0.03,0.0,0.0,0.03,"Viladecans, Baix Llobregat, Catalunya",41.3163083,2.0156034
24/07/2019,6,Anoia,80446,Capellades,51.54,4.41,0.15,55.95,"Capellades, Anoia, Catalunya",41.53,1.684787
24/07/2019,7,Bages,81918,Sallent,0.06,0.05,0.0,0.11,"Sallent, Bages, Catalunya",41.8259065,1.8948758
25/07/2019,40,Vallès Occidental,81252,Montcada i Reixac,0.02,0.0,0.0,0.02,"Montcada i Reixac, Vallès Occidental, Catalunya",41.4823115,2.1869985
25/07/2019,41,Vallès Oriental,81810,"Roca del Vallès, la",0.0,0.0,0.0,0.0,"Roca del Vallès, la, Vallès Oriental, Catalunya",41.5874771,2.3253831
25/07/2019,6,Anoia,81614,Piera,0.0,0.01,0.0,0.01,"Piera, Anoia, Catalunya",41.5216923,1.7526335
26/07/2019,37,Terra Alta,431068,"Pinell de Brai, el",0.06,0.0,0.0,0.06,"Pinell de Brai, el, Terra Alta, Catalunya",40.9981776,0.4720555
26/07/2019,11,Baix Llobregat,82009,Sant Boi de Llobregat,0.0,0.01,0.0,0.01,"Sant Boi de Llobregat, Baix Llobregat, Catalunya",41.3459033,2.0413673
26/07/2019,2,Alt Empordà,171714,Sant Llorenç de la Muga,0.0,0.0,0.0,0.0,"Sant Llorenç de la Muga, Alt Empordà, Catalunya",42.3199618,2.7888647
26/07/2019,37,Terra Alta,430640,Gandesa,0.0,0.0,0.0,0.0,"Gandesa, Terra Alta, Catalunya",41.0520413,0.4373881
26/07/2019,10,Baix Empordà,172116,Verges,0.03,0.0,0.0,0.03,"Verges, Baix Empordà, Catalunya",42.0638953,3.0466102
26/07/2019,8,Baix Camp,431188,Pratdip,0.07,0.0,0.0,0.07,"Pratdip, Baix Camp, Catalunya",41.0515188,0.8700972
26/07/2019,37,Terra Alta,430326,Bot,0.04,0.0,0.0,0.04,"Bot, Terra Alta, Catalunya",41.0094492,0.3841595
27/07/2019,2,Alt Empordà,170773,Garriguella,0.0,0.0,0.0,0.0,"Garriguella, Alt Empordà, Catalunya",42.3446368,3.0642397
27/07/2019,41,Vallès Oriental,81081,Lliçà de Vall,0.0,0.0,0.0,0.0,"Lliçà de Vall, Vallès Oriental, Catalunya",41.5915542,2.2422403
28/07/2019,24,Osona,82785,Taradell,0.04,0.0,0.0,0.04,"Taradell, Osona, Catalunya",41.8762624,2.2859511
28/07/2019,40,Vallès Occidental,82798,Terrassa,0.0,0.02,0.0,0.02,"Terrassa, Vallès Occidental, Catalunya",41.5629623,2.0100492
28/07/2019,14,Berguedà,81326,Montmajor,0.0,0.0,0.0,0.0,"Montmajor, Berguedà, Catalunya",42.0180704,1.735819
29/07/2019,23,Noguera,250693,Castelló de Farfanya,0.17,0.41,16.29,0.58,"Castelló de Farfanya, Noguera, Catalunya",41.8195348,0.7284574
29/07/2019,3,Alt Penedès,83054,Vilafranca del Penedès,0.0,0.02,0.0,0.02,"Vilafranca del Penedès, Alt Penedès, Catalunya",41.3463825,1.6995213
29/07/2019,19,Garrotxa,171143,Olot,0.05,0.05,0.0,0.1,"Olot, Garrotxa, Catalunya",42.1822177,2.4890211
31/07/2019,40,Vallès Occidental,81252,Montcada i Reixac,0.01,0.0,0.0,0.01,"Montcada i Reixac, Vallès Occidental, Catalunya",41.4823115,2.1869985
31/07/2019,33,Segrià,250208,Almatret,0.09,0.0,0.0,0.09,"Almatret, Segrià, Catalunya",41.304597,0.4237735
31/07/2019,20,Gironès,171557,Salt,0.0,0.02,0.0,0.02,"Salt, Gironès, Catalunya",41.9741672,2.7949886
01/08/2019,2,Alt Empordà,171194,Palau de Santa Eulàlia,0.05,0.0,0.95,0.05,"Palau de Santa Eulàlia, Alt Empordà, Catalunya",42.1734468,2.9646635
01/08/2019,6,Anoia,82861,"Torre de Claramunt, la",0.27,0.0,0.0,0.27,"Torre de Claramunt, la, Anoia, Catalunya",41.5349561,1.6655769
01/08/2019,8,Baix Camp,431457,"Selva del Camp, la",0.0,0.18,0.0,0.18,"Selva del Camp, la, Baix Camp, Catalunya",41.2112712,1.1439589
02/08/2019,16,Conca de Barberà,431726,Vilaverd,0.0,0.08,0.01,0.08,"Vilaverd, Conca de Barberà, Catalunya",41.3346124,1.1759698
02/08/2019,13,Barcelonès,82457,Santa Coloma de Gramenet,0.0,0.01,0.0,0.01,"Santa Coloma de Gramenet, Barcelonès, Catalunya",41.4515626,2.2083371
02/08/2019,8,Baix Camp,431628,Vandellòs i l'Hospitalet de l'Infant,0.73,0.2,2.14,0.93,"Vandellòs i l'Hospitalet de l'Infant, Baix Camp, Catalunya",40.9985238,0.8493534
03/08/2019,2,Alt Empordà,171870,"Saus, Camallera i Llampaies",0.0,0.01,0.0,0.01,"Saus, Camallera i Llampaies, Alt Empordà, Catalunya",42.1319421,2.979009
03/08/2019,36,Tarragonès,431482,Tarragona,0.01,0.0,0.0,0.01,"Tarragona, Tarragonès, Catalunya",41.1172364,1.2546057
04/08/2019,11,Baix Llobregat,80667,Castellví de Rosanes,0.15,0.02,0.4,0.17,"Castellví de Rosanes, Baix Llobregat, Catalunya",41.450038,1.8994527
04/08/2019,40,Vallès Occidental,81252,Montcada i Reixac,0.0,0.02,0.0,0.02,"Montcada i Reixac, Vallès Occidental, Catalunya",41.4823115,2.1869985
04/08/2019,6,Anoia,83020,Vilanova del Camí,0.0,0.0,0.0,0.0,"Vilanova del Camí, Anoia, Catalunya",41.5714336,1.6361449
04/08/2019,33,Segrià,252265,Torrebesses,0.03,0.0,0.0,0.03,"Torrebesses, Segrià, Catalunya",41.4268136,0.5929872
05/08/2019,10,Baix Empordà,172327,Vilopriu,1.33,0.25,3.32,1.58,"Vilopriu, Baix Empordà, Catalunya",42.1043198,2.9918548
06/08/2019,10,Baix Empordà,171609,Sant Feliu de Guíxols,0.0,0.0,0.0,0.0,"Sant Feliu de Guíxols, Baix Empordà, Catalunya",41.7838827,3.0283195
07/08/2019,2,Alt Empordà,170643,Espolla,0.14,0.0,0.0,0.14,"Espolla, Alt Empordà, Catalunya",42.3893146,2.9994355
07/08/2019,35,Solsonès,252075,Solsona,0.0,0.0,0.0,0.0,"Solsona, Solsonès, Catalunya",41.9945762,1.5184038
07/08/2019,40,Vallès Occidental,82665,Cerdanyola del Vallès,0.0,0.0,0.0,0.0,"Cerdanyola del Vallès, Vallès Occidental, Catalunya",41.4910324,2.1374969
07/08/2019,41,Vallès Oriental,82021,Sant Celoni,0.0,0.0,0.0,0.0,"Sant Celoni, Vallès Oriental, Catalunya",41.6895041,2.4914526
08/08/2019,10,Baix Empordà,172327,Vilopriu,0.0,0.0,0.0,0.0,"Vilopriu, Baix Empordà, Catalunya",42.1043198,2.9918548
08/08/2019,10,Baix Empordà,172327,Vilopriu,0.01,0.0,0.0,0.01,"Vilopriu, Baix Empordà, Catalunya",42.1043198,2.9918548
08/08/2019,2,Alt Empordà,172229,Vilaür,0.03,0.0,0.0,0.03,"Vilaür, Alt Empordà, Catalunya",42.1437984,2.9550356
08/08/2019,10,Baix Empordà,172327,Vilopriu,0.0,0.0,0.0,0.0,"Vilopriu, Baix Empordà, Catalunya",42.1043198,2.9918548
08/08/2019,36,Tarragonès,431009,"Pallaresos, els",0.0,0.97,0.0,0.97,"Pallaresos, els, Tarragonès, Catalunya",41.1776337,1.2609359
09/08/2019,12,Baix Penedès,430022,Albinyana,0.08,0.05,0.0,0.13,"Albinyana, Baix Penedès, Catalunya",41.2454739,1.4852405
10/08/2019,41,Vallès Oriental,81810,"Roca del Vallès, la",0.0,0.0,0.0,0.0,"Roca del Vallès, la, Vallès Oriental, Catalunya",41.5874771,2.3253831
11/08/2019,11,Baix Llobregat,81234,Molins de Rei,0.01,0.0,0.0,0.01,"Molins de Rei, Baix Llobregat, Catalunya",41.4138087,2.0159626
11/08/2019,6,Anoia,82861,"Torre de Claramunt, la",0.19,0.0,0.0,0.19,"Torre de Claramunt, la, Anoia, Catalunya",41.5349561,1.6655769
12/08/2019,16,Conca de Barberà,431016,Passanant i Belltall,3.37,0.0,0.0,3.37,"Passanant i Belltall, Conca de Barberà, Catalunya",41.5319348,1.1949525
12/08/2019,2,Alt Empordà,170600,Darnius,0.02,0.0,0.0,0.02,"Darnius, Alt Empordà, Catalunya",42.3665352,2.8337409
12/08/2019,2,Alt Empordà,171404,"Port de la Selva, el",0.0,0.01,0.0,0.01,"Port de la Selva, el, Alt Empordà, Catalunya",42.3400374,3.2021214
12/08/2019,28,Pla de l'Estany,172180,Vilademuls,0.0,0.0,0.0,0.0,"Vilademuls, Pla de l'Estany, Catalunya",42.138644,2.8879149
13/08/2019,20,Gironès,170209,Bescanó,0.02,0.0,0.0,0.02,"Bescanó, Gironès, Catalunya",41.9670349,2.7389937
13/08/2019,23,Noguera,251348,Menàrguens,0.0,0.6,0.0,0.6,"Menàrguens, Noguera, Catalunya",41.7300771,0.7438658
13/08/2019,11,Baix Llobregat,80207,Begues,0.02,0.0,0.0,0.02,"Begues, Baix Llobregat, Catalunya",41.3328119,1.925468
13/08/2019,34,Selva,171805,Santa Coloma de Farners,0.0,0.0,0.0,0.0,"Santa Coloma de Farners, Selva, Catalunya",41.8603109,2.6659047
13/08/2019,17,Garraf,82310,Sant Pere de Ribes,0.02,0.0,0.0,0.02,"Sant Pere de Ribes, Garraf, Catalunya",41.2619218,1.7721357
14/08/2019,2,Alt Empordà,172229,Vilaür,0.1,0.0,0.0,0.1,"Vilaür, Alt Empordà, Catalunya",42.1437984,2.9550356
14/08/2019,1,Alt Camp,431205,Querol,0.22,0.2,0.1,0.42,"Querol, Alt Camp, Catalunya",41.4234071,1.3955114
18/08/2019,7,Bages,80594,Castellfollit del Boix,0.0,0.0,0.0,0.0,"Castellfollit del Boix, Bages, Catalunya",41.6657331,1.6847457
21/08/2019,10,Baix Empordà,172327,Vilopriu,0.37,0.06,0.0,0.43,"Vilopriu, Baix Empordà, Catalunya",42.1043198,2.9918548
21/08/2019,20,Gironès,170792,Girona,0.0,0.0,0.0,0.0,"Girona, Gironès, Catalunya",41.9793006,2.8199439
22/08/2019,2,Alt Empordà,171870,"Saus, Camallera i Llampaies",0.03,0.0,0.0,0.03,"Saus, Camallera i Llampaies, Alt Empordà, Catalunya",42.1319421,2.979009
22/08/2019,35,Solsonès,252075,Solsona,0.12,0.0,0.0,0.12,"Solsona, Solsonès, Catalunya",41.9945762,1.5184038
24/08/2019,2,Alt Empordà,172229,Vilaür,0.21,0.0,0.0,0.21,"Vilaür, Alt Empordà, Catalunya",42.1437984,2.9550356
24/08/2019,2,Alt Empordà,171788,Sant Pere Pescador,0.0,0.35,0.0,0.35,"Sant Pere Pescador, Alt Empordà, Catalunya",42.1899836,3.0837479
24/08/2019,2,Alt Empordà,171870,"Saus, Camallera i Llampaies",0.16,0.0,0.0,0.16,"Saus, Camallera i Llampaies, Alt Empordà, Catalunya",42.1319421,2.979009
26/08/2019,36,Tarragonès,431482,Tarragona,0.49,0.0,0.0,0.49,"Tarragona, Tarragonès, Catalunya",41.1172364,1.2546057
26/08/2019,2,Alt Empordà,171870,"Saus, Camallera i Llampaies",0.01,0.0,0.0,0.01,"Saus, Camallera i Llampaies, Alt Empordà, Catalunya",42.1319421,2.979009
27/08/2019,9,Baix Ebre,430136,"Ametlla de Mar, l'",0.0,0.0,0.0,0.0,"Ametlla de Mar, l', Baix Ebre, Catalunya",40.905709,0.8097498
28/08/2019,37,Terra Alta,431172,Prat de Comte,0.02,0.0,0.0,0.02,"Prat de Comte, Terra Alta, Catalunya",40.9829428,0.4042537
30/08/2019,11,Baix Llobregat,83015,Viladecans,0.0,0.03,0.0,0.03,"Viladecans, Baix Llobregat, Catalunya",41.3163083,2.0156034
30/08/2019,11,Baix Llobregat,83015,Viladecans,0.0,0.01,0.0,0.01,"Viladecans, Baix Llobregat, Catalunya",41.3163083,2.0156034
30/08/2019,23,Noguera,250024,Àger,0.0,0.0,0.0,0.0,"Àger, Noguera, Catalunya",42.0000879,0.7632247
30/08/2019,23,Noguera,250349,Artesa de Segre,0.0,1.62,0.55,1.62,"Artesa de Segre, Noguera, Catalunya",41.8962914,1.0471121
31/08/2019,36,Tarragonès,431482,Tarragona,0.28,0.0,0.0,0.28,"Tarragona, Tarragonès, Catalunya",41.1172364,1.2546057
31/08/2019,37,Terra Alta,430419,Caseres,1.32,0.0,1.85,1.32,"Caseres, Terra Alta, Catalunya",41.0394845,0.2497412
31/08/2019,32,Segarra,251327,Massoteres,0.46,0.0,7.63,0.46,"Massoteres, Segarra, Catalunya",41.7970722,1.3103274
02/09/2019,8,Baix Camp,431628,Vandellòs i l'Hospitalet de l'Infant,0.0,0.91,0.0,0.91,"Vandellòs i l'Hospitalet de l'Infant, Baix Camp, Catalunya",40.9985238,0.8493534
03/09/2019,2,Alt Empordà,170329,Cadaqués,0.0,0.0,0.0,0.0,"Cadaqués, Alt Empordà, Catalunya",42.2893484,3.2752159
03/09/2019,40,Vallès Occidental,80517,Castellar del Vallès,0.04,0.0,0.0,0.04,"Castellar del Vallès, Vallès Occidental, Catalunya",41.6138122,2.0875963
04/09/2019,35,Solsonès,251667,Pinell de Solsonès,0.35,0.0,0.52,0.35,"Pinell de Solsonès, Solsonès, Catalunya",41.9708511,1.3998691
04/09/2019,6,Anoia,80364,Calonge de Segarra,0.0,0.04,0.0,0.04,"Calonge de Segarra, Anoia, Catalunya",41.7642502,1.4820028
04/09/2019,2,Alt Empordà,170754,Garrigàs,0.23,0.03,0.39,0.26,"Garrigàs, Alt Empordà, Catalunya",42.1929222,2.9539294
05/09/2019,2,Alt Empordà,171024,Maçanet de Cabrenys,0.25,0.25,0.0,0.5,"Maçanet de Cabrenys, Alt Empordà, Catalunya",42.3861179,2.7485579
06/09/2019,9,Baix Ebre,431331,Roquetes,0.0,0.01,0.0,0.01,"Roquetes, Baix Ebre, Catalunya",40.8203657,0.5019225
07/09/2019,18,Garrigues,250735,Cervià de les Garrigues,0.83,0.98,0.11,1.81,"Cervià de les Garrigues, Garrigues, Catalunya",41.425096,0.8603483
07/09/2019,11,Baix Llobregat,80765,Esparreguera,0.0,0.02,0.0,0.02,"Esparreguera, Baix Llobregat, Catalunya",41.5393249,1.8694549
08/09/2019,26,Pallars Sobirà,259031,"Guingueta d'Àneu, la",2.38,9.44,0.0,11.82,"Guingueta d'Àneu, la, Pallars Sobirà, Catalunya",42.5899473,1.1349055
10/09/2019,8,Baix Camp,430038,"Albiol, l'",0.0,0.02,0.0,0.02,"Albiol, l', Baix Camp, Catalunya",41.2518657,1.088292
10/09/2019,23,Noguera,252496,Vilanova de l'Aguda,0.0,0.01,0.0,0.01,"Vilanova de l'Aguda, Noguera, Catalunya",41.9113134,1.2523535
10/09/2019,22,Montsià,430043,Alcanar,0.0,0.1,0.0,0.1,"Alcanar, Montsià, Catalunya",40.5438634,0.4793334
11/09/2019,7,Bages,81918,Sallent,0.01,0.0,0.0,0.01,"Sallent, Bages, Catalunya",41.8259065,1.8948758
12/09/2019,21,Maresme,80095,Argentona,0.0,0.0,0.0,0.0,"Argentona, Maresme, Catalunya",41.5554326,2.4002787
13/09/2019,6,Anoia,83020,Vilanova del Camí,0.0,0.0,0.0,0.0,"Vilanova del Camí, Anoia, Catalunya",41.5714336,1.6361449
14/09/2019,38,Urgell,250740,Ciutadilla,0.0,0.05,0.0,0.05,"Ciutadilla, Urgell, Catalunya",41.5613952,1.1393955
14/09/2019,2,Alt Empordà,171870,"Saus, Camallera i Llampaies",0.02,0.0,0.0,0.02,"Saus, Camallera i Llampaies, Alt Empordà, Catalunya",42.1319421,2.979009
14/09/2019,14,Berguedà,80522,Castellar de n'Hug,0.01,0.0,0.0,0.01,"Castellar de n'Hug, Berguedà, Catalunya",42.2826009,2.0165927
15/09/2019,10,Baix Empordà,172327,Vilopriu,0.0,0.0,0.0,0.0,"Vilopriu, Baix Empordà, Catalunya",42.1043198,2.9918548
15/09/2019,10,Baix Empordà,172327,Vilopriu,0.0,0.0,0.0,0.0,"Vilopriu, Baix Empordà, Catalunya",42.1043198,2.9918548
15/09/2019,10,Baix Empordà,172327,Vilopriu,0.0,0.0,0.0,0.0,"Vilopriu, Baix Empordà, Catalunya",42.1043198,2.9918548
17/09/2019,6,Anoia,83020,Vilanova del Camí,0.01,0.0,0.0,0.01,"Vilanova del Camí, Anoia, Catalunya",41.5714336,1.6361449
18/09/2019,23,Noguera,250349,Artesa de Segre,0.0,0.28,0.0,0.28,"Artesa de Segre, Noguera, Catalunya",41.8962914,1.0471121
18/09/2019,7,Bages,80023,Aguilar de Segarra,0.0,0.05,0.0,0.05,"Aguilar de Segarra, Bages, Catalunya",41.7394902,1.6316676
19/09/2019,11,Baix Llobregat,83015,Viladecans,0.0,0.1,0.0,0.1,"Viladecans, Baix Llobregat, Catalunya",41.3163083,2.0156034
19/09/2019,20,Gironès,171668,Sant Jordi Desvalls,0.0,0.0,0.0,0.0,"Sant Jordi Desvalls, Gironès, Catalunya",42.0714043,2.9522691
