DATA INCENDI,CODI COMARCA,COMARCA,CODI MUNICIPI,TERMEMUNIC,HAARBRADES,HANOARBRAD,HANOFOREST,HAFORESTAL,LOCALITZACIO,LATITUD,LONGITUD
10/05/2014,18,Garrigues,251180,Juncosa,0.0,0.09,0.0,0.09,"Juncosa, Garrigues, Catalunya",41.3715158,0.7753498
10/05/2014,3,Alt Penedès,82325,Sant Pere de Riudebitlles,0.04,0.0,0.0,0.04,"Sant Pere de Riudebitlles, Alt Penedès, Catalunya",41.4535893,1.7017388
12/05/2014,34,Selva,171805,Santa Coloma de Farners,0.0,0.01,0.0,0.01,"Santa Coloma de Farners, Selva, Catalunya",41.8603109,2.6659047
12/05/2014,41,Vallès Oriental,80863,"Franqueses del Vallès, les",0.04,0.0,0.07,0.04,"Franqueses del Vallès, les, Vallès Oriental, Catalunya",41.6298517,2.2949726
12/05/2014,29,Priorat,430402,Capçanes,0.0,0.0,0.0,0.0,"Capçanes, Priorat, Catalunya",41.1003901,0.7795881
12/05/2014,28,Pla de l'Estany,170561,Cornellà del Terri,0.0,0.0,0.0,0.0,"Cornellà del Terri, Pla de l'Estany, Catalunya",42.0898363,2.8157343
12/05/2014,7,Bages,82188,Sant Joan de Vilatorrada,0.02,0.0,0.02,0.02,"Sant Joan de Vilatorrada, Bages, Catalunya",41.7422073,1.803625
14/05/2014,20,Gironès,170792,Girona,0.0,0.0,0.0,0.0,"Girona, Gironès, Catalunya",41.9793006,2.8199439
14/05/2014,3,Alt Penedès,80850,Font-rubí,0.08,0.0,0.0,0.08,"Font-rubí, Alt Penedès, Catalunya",41.4365689,1.5878667
14/05/2014,23,Noguera,250083,Albesa,0.02,0.0,0.0,0.02,"Albesa, Noguera, Catalunya",41.7513409,0.6591801
14/05/2014,20,Gironès,170792,Girona,0.0,0.0,0.0,0.0,"Girona, Gironès, Catalunya",41.9793006,2.8199439
15/05/2014,18,Garrigues,250812,"Espluga Calba, l'",0.4,0.0,0.0,0.4,"Espluga Calba, l', Garrigues, Catalunya",41.4958498,1.0039347
15/05/2014,20,Gironès,171864,Sarrià de Ter,0.0,0.0,0.0,0.0,"Sarrià de Ter, Gironès, Catalunya",42.0141923,2.8175976
15/05/2014,20,Gironès,170979,Madremanya,4.68,2.24,0.07,6.92,"Madremanya, Gironès, Catalunya",41.9900799,2.9568764
15/05/2014,1,Alt Camp,430017,Aiguamúrcia,27.92,5.08,7.53,33.0,"Aiguamúrcia, Alt Camp, Catalunya",41.329339,1.3570334
15/05/2014,11,Baix Llobregat,80898,Gavà,0.0,0.1,0.0,0.1,"Gavà, Baix Llobregat, Catalunya",41.3050933,2.0063126
15/05/2014,6,Anoia,83020,Vilanova del Camí,0.0,0.01,0.0,0.01,"Vilanova del Camí, Anoia, Catalunya",41.5714336,1.6361449
16/05/2014,41,Vallès Oriental,81810,"Roca del Vallès, la",0.02,0.0,0.0,0.02,"Roca del Vallès, la, Vallès Oriental, Catalunya",41.5874771,2.3253831
16/05/2014,4,Alt Urgell,250886,Estamariu,0.0,0.05,0.0,0.05,"Estamariu, Alt Urgell, Catalunya",42.3750366,1.5237335
16/05/2014,10,Baix Empordà,171812,Santa Cristina d'Aro,0.0,0.0,0.0,0.0,"Santa Cristina d'Aro, Baix Empordà, Catalunya",41.813979,2.9974879
16/05/2014,11,Baix Llobregat,80018,Abrera,0.7,0.0,1.0,0.7,"Abrera, Baix Llobregat, Catalunya",41.5204464,1.9024126
17/05/2014,3,Alt Penedès,80581,Castellet i la Gornal,0.02,0.0,0.0,0.02,"Castellet i la Gornal, Alt Penedès, Catalunya",41.2532183,1.5917346
17/05/2014,1,Alt Camp,430017,Aiguamúrcia,5.05,0.39,1.66,5.44,"Aiguamúrcia, Alt Camp, Catalunya",41.329339,1.3570334
17/05/2014,25,Pallars Jussà,251902,Salàs de Pallars,0.0,0.7,0.6,0.7,"Salàs de Pallars, Pallars Jussà, Catalunya",42.2120193,0.932087
18/05/2014,33,Segrià,252326,Torres de Segre,1.7,0.0,0.0,1.7,"Torres de Segre, Segrià, Catalunya",41.5352381,0.5135629
18/05/2014,2,Alt Empordà,170118,"Armentera, l'",0.0,0.23,0.0,0.23,"Armentera, l', Alt Empordà, Catalunya",42.1662988,3.086444
19/05/2014,2,Alt Empordà,171582,Sant Climent Sescebes,0.0,1.5,0.0,1.5,"Sant Climent Sescebes, Alt Empordà, Catalunya",42.3693761,2.9802226
19/05/2014,34,Selva,171931,Sils,0.16,0.0,0.0,0.16,"Sils, Selva, Catalunya",41.8098347,2.743055
21/05/2014,32,Segarra,259078,Torrefeta i Florejacs,0.0,0.03,0.2,0.03,"Torrefeta i Florejacs, Segarra, Catalunya",41.7787656,1.2473908
22/05/2014,33,Segrià,251207,Lleida,0.0,0.3,0.0,0.3,"Lleida, Segrià, Catalunya",41.6147605,0.6267842
25/05/2014,41,Vallès Oriental,81810,"Roca del Vallès, la",0.03,0.0,0.0,0.03,"Roca del Vallès, la, Vallès Oriental, Catalunya",41.5874771,2.3253831
31/05/2014,30,Ribera d'Ebre,430939,Móra d'Ebre,0.17,0.0,0.0,0.17,"Móra d'Ebre, Ribera d'Ebre, Catalunya",41.0893373,0.6412887
01/06/2014,10,Baix Empordà,171997,Torroella de Montgrí,0.03,0.0,0.0,0.03,"Torroella de Montgrí, Baix Empordà, Catalunya",42.040982,3.1262041
01/06/2014,2,Alt Empordà,170427,Capmany,0.0,0.07,0.0,0.07,"Capmany, Alt Empordà, Catalunya",42.3732813,2.9206405
03/06/2014,33,Segrià,251253,Llardecans,0.0,0.14,0.0,0.14,"Llardecans, Segrià, Catalunya",41.3742018,0.5509848
03/06/2014,33,Segrià,250138,Alfarràs,0.0,0.43,0.08,0.43,"Alfarràs, Segrià, Catalunya",41.8319289,0.5703358
04/06/2014,38,Urgell,252385,Vallbona de les Monges,0.15,0.45,0.0,0.6,"Vallbona de les Monges, Urgell, Catalunya",41.5249704,1.0890539
04/06/2014,33,Segrià,251333,Maials,0.0,0.2,0.0,0.2,"Maials, Segrià, Catalunya",41.3640737,0.5053309
05/06/2014,42,Moianès,80641,Castellterçol,0.0,0.0,0.0,0.0,"Castellterçol, Moianès, Catalunya",41.7503071,2.1230793
05/06/2014,20,Gironès,170890,Llagostera,0.03,0.0,0.0,0.03,"Llagostera, Gironès, Catalunya",41.8289064,2.8920386
06/06/2014,40,Vallès Occidental,82798,Terrassa,0.0,0.04,0.0,0.04,"Terrassa, Vallès Occidental, Catalunya",41.5629623,2.0100492
07/06/2014,3,Alt Penedès,80581,Castellet i la Gornal,0.0,0.0,0.0,0.0,"Castellet i la Gornal, Alt Penedès, Catalunya",41.2532183,1.5917346
07/06/2014,3,Alt Penedès,80581,Castellet i la Gornal,0.0,0.0,0.0,0.0,"Castellet i la Gornal, Alt Penedès, Catalunya",41.2532183,1.5917346
07/06/2014,3,Alt Penedès,80581,Castellet i la Gornal,0.0,0.0,0.0,0.0,"Castellet i la Gornal, Alt Penedès, Catalunya",41.2532183,1.5917346
07/06/2014,12,Baix Penedès,430206,Banyeres del Penedès,0.0,0.01,0.0,0.01,"Banyeres del Penedès, Baix Penedès, Catalunya",41.2791532,1.5798249
07/06/2014,3,Alt Penedès,80581,Castellet i la Gornal,0.02,0.0,0.0,0.02,"Castellet i la Gornal, Alt Penedès, Catalunya",41.2532183,1.5917346
08/06/2014,8,Baix Camp,430332,Botarell,0.0,0.03,0.0,0.03,"Botarell, Baix Camp, Catalunya",41.1362847,0.9882711
08/06/2014,30,Ribera d'Ebre,430995,"Palma d'Ebre, la",0.17,1.62,0.23,1.79,"Palma d'Ebre, la, Ribera d'Ebre, Catalunya",41.29279,0.6745137
08/06/2014,42,Moianès,81385,Moià,0.0,0.0,0.0,0.0,"Moià, Moianès, Catalunya",41.8130391,2.0978412
09/06/2014,20,Gironès,170792,Girona,0.0,0.0,0.0,0.0,"Girona, Gironès, Catalunya",41.9793006,2.8199439
10/06/2014,33,Segrià,252043,Seròs,0.0,0.15,1.44,0.15,"Seròs, Segrià, Catalunya",41.4636665,0.4118677
11/06/2014,20,Gironès,170792,Girona,0.02,0.0,0.0,0.02,"Girona, Gironès, Catalunya",41.9793006,2.8199439
11/06/2014,6,Anoia,80636,Castellolí,0.0,0.07,0.01,0.07,"Castellolí, Anoia, Catalunya",41.5981563,1.7002468
11/06/2014,8,Baix Camp,430094,Alforja,0.0,0.03,0.0,0.03,"Alforja, Baix Camp, Catalunya",41.2099763,0.9735531
12/06/2014,33,Segrià,251207,Lleida,0.02,0.0,0.0,0.02,"Lleida, Segrià, Catalunya",41.6147605,0.6267842
12/06/2014,10,Baix Empordà,171812,Santa Cristina d'Aro,0.0,0.0,0.0,0.0,"Santa Cristina d'Aro, Baix Empordà, Catalunya",41.813979,2.9974879
12/06/2014,40,Vallès Occidental,81878,Sabadell,0.0,0.01,0.0,0.01,"Sabadell, Vallès Occidental, Catalunya",41.5421013,2.1138977
12/06/2014,17,Garraf,82704,Sitges,0.0,0.5,0.0,0.5,"Sitges, Garraf, Catalunya",41.2366707,1.8228136
12/06/2014,9,Baix Ebre,430252,Benifallet,0.75,0.0,0.0,0.75,"Benifallet, Baix Ebre, Catalunya",40.9740568,0.5157716
12/06/2014,7,Bages,80594,Castellfollit del Boix,0.0,0.0,0.0,0.0,"Castellfollit del Boix, Bages, Catalunya",41.6657331,1.6847457
13/06/2014,34,Selva,172023,Tossa de Mar,0.0,0.0,0.0,0.0,"Tossa de Mar, Selva, Catalunya",41.7197773,2.9312155
13/06/2014,34,Selva,170280,Brunyola i Sant Martí Sapresa,0.0,0.0,0.0,0.0,"Brunyola i Sant Martí Sapresa, Selva, Catalunya",41.9049114,2.6839536
13/06/2014,7,Bages,82135,Sant Fruitós de Bages,0.06,0.0,0.0,0.06,"Sant Fruitós de Bages, Bages, Catalunya",41.7532735,1.8749418
13/06/2014,24,Osona,82711,Sobremunt,0.0,0.02,0.0,0.02,"Sobremunt, Osona, Catalunya",42.0360856,2.1671749
14/06/2014,33,Segrià,252326,Torres de Segre,0.0,1.26,0.0,1.26,"Torres de Segre, Segrià, Catalunya",41.5352381,0.5135629
14/06/2014,40,Vallès Occidental,81206,Matadepera,0.0,0.0,0.0,0.0,"Matadepera, Vallès Occidental, Catalunya",41.6012311,2.0275199
14/06/2014,30,Ribera d'Ebre,430672,Ginestar,1.67,1.49,9.65,3.16,"Ginestar, Ribera d'Ebre, Catalunya",41.0432752,0.6341209
14/06/2014,9,Baix Ebre,431042,"Perelló, el",3.76,15.71,2.44,19.47,"Perelló, el, Baix Ebre, Catalunya",40.8265276,0.7386556
15/06/2014,2,Alt Empordà,171352,Pont de Molins,0.0,0.05,0.0,0.05,"Pont de Molins, Alt Empordà, Catalunya",42.3148493,2.9304359
15/06/2014,30,Ribera d'Ebre,431508,Tivissa,496.05,376.88,18.04,872.93,"Tivissa, Ribera d'Ebre, Catalunya",41.0416528,0.7331448
15/06/2014,20,Gironès,170792,Girona,0.0,0.2,0.0,0.2,"Girona, Gironès, Catalunya",41.9793006,2.8199439
15/06/2014,9,Baix Ebre,430069,Aldover,0.6,0.0,0.0,0.6,"Aldover, Baix Ebre, Catalunya",40.8800537,0.4985119
15/06/2014,38,Urgell,252173,Tàrrega,0.0,1.02,4.96,1.02,"Tàrrega, Urgell, Catalunya",41.6472761,1.1409115
16/06/2014,11,Baix Llobregat,82009,Sant Boi de Llobregat,0.13,0.0,0.0,0.13,"Sant Boi de Llobregat, Baix Llobregat, Catalunya",41.3459033,2.0413673
17/06/2014,20,Gironès,170792,Girona,0.0,0.08,0.05,0.08,"Girona, Gironès, Catalunya",41.9793006,2.8199439
17/06/2014,2,Alt Empordà,170622,"Escala, l'",0.07,0.0,0.0,0.07,"Escala, l', Alt Empordà, Catalunya",42.1219358,3.1364235
17/06/2014,11,Baix Llobregat,80728,Corbera de Llobregat,0.02,0.0,0.0,0.02,"Corbera de Llobregat, Baix Llobregat, Catalunya",41.4164771,1.927753
17/06/2014,9,Baix Ebre,431042,"Perelló, el",0.0,0.03,0.0,0.03,"Perelló, el, Baix Ebre, Catalunya",40.8265276,0.7386556
18/06/2014,8,Baix Camp,430923,Mont-roig del Camp,0.3,0.0,0.0,0.3,"Mont-roig del Camp, Baix Camp, Catalunya",41.0846728,0.9597946
19/06/2014,3,Alt Penedès,82401,Sant Sadurní d'Anoia,0.0,0.4,0.0,0.4,"Sant Sadurní d'Anoia, Alt Penedès, Catalunya",41.4244663,1.7863949
20/06/2014,12,Baix Penedès,430799,Masllorenç,0.01,0.0,0.0,0.01,"Masllorenç, Baix Penedès, Catalunya",41.270168,1.4129842
20/06/2014,16,Conca de Barberà,431055,"Piles, les",0.9,0.0,3.4,0.9,"Piles, les, Conca de Barberà, Catalunya",41.4967547,1.3608796
20/06/2014,23,Noguera,250349,Artesa de Segre,1.55,0.0,7.95,1.55,"Artesa de Segre, Noguera, Catalunya",41.8962914,1.0471121
20/06/2014,40,Vallès Occidental,81803,Ripollet,0.0,0.2,0.0,0.2,"Ripollet, Vallès Occidental, Catalunya",41.4993372,2.1573095
21/06/2014,23,Noguera,250479,Bellcaire d'Urgell,8.09,10.96,103.85,19.05,"Bellcaire d'Urgell, Noguera, Catalunya",41.7589072,0.904537
21/06/2014,14,Berguedà,82687,Cercs,0.0,0.03,0.0,0.03,"Cercs, Berguedà, Catalunya",42.1463987,1.8606233
21/06/2014,23,Noguera,251500,Oliola,18.64,9.65,26.53,28.29,"Oliola, Noguera, Catalunya",41.8766861,1.1746466
22/06/2014,7,Bages,80983,Sant Salvador de Guardiola,0.0,0.01,0.0,0.01,"Sant Salvador de Guardiola, Bages, Catalunya",41.6797988,1.7671087
22/06/2014,8,Baix Camp,431286,Riudecols,0.15,0.0,0.0,0.15,"Riudecols, Baix Camp, Catalunya",41.1680845,0.9731174
23/06/2014,11,Baix Llobregat,80692,Collbató,0.0,0.0,0.0,0.0,"Collbató, Baix Llobregat, Catalunya",41.570256,1.8285814
23/06/2014,11,Baix Llobregat,80692,Collbató,0.0,0.0,0.0,0.0,"Collbató, Baix Llobregat, Catalunya",41.570256,1.8285814
23/06/2014,7,Bages,81271,Monistrol de Montserrat,0.0,0.13,0.0,0.13,"Monistrol de Montserrat, Bages, Catalunya",41.6105028,1.8452698
24/06/2014,40,Vallès Occidental,81878,Sabadell,0.0,0.05,0.0,0.05,"Sabadell, Vallès Occidental, Catalunya",41.5421013,2.1138977
24/06/2014,20,Gironès,170792,Girona,0.01,0.0,0.0,0.01,"Girona, Gironès, Catalunya",41.9793006,2.8199439
24/06/2014,41,Vallès Oriental,80333,Caldes de Montbui,0.0,0.0,0.0,0.0,"Caldes de Montbui, Vallès Oriental, Catalunya",41.632265,2.1676442
24/06/2014,7,Bages,81271,Monistrol de Montserrat,0.0,0.0,0.0,0.0,"Monistrol de Montserrat, Bages, Catalunya",41.6105028,1.8452698
26/06/2014,11,Baix Llobregat,82634,Sant Vicenç dels Horts,0.0,0.04,0.0,0.04,"Sant Vicenç dels Horts, Baix Llobregat, Catalunya",41.3934193,2.0099482
26/06/2014,32,Segarra,251327,Massoteres,1.22,0.33,1.29,1.55,"Massoteres, Segarra, Catalunya",41.7970722,1.3103274
27/06/2014,21,Maresme,80403,Canet de Mar,0.0,0.04,0.0,0.04,"Canet de Mar, Maresme, Catalunya",41.5900933,2.5777998
28/06/2014,11,Baix Llobregat,81141,Martorell,0.0,0.2,0.0,0.2,"Martorell, Baix Llobregat, Catalunya",41.4769177,1.9283971
28/06/2014,2,Alt Empordà,170427,Capmany,0.0,0.0,0.0,0.0,"Capmany, Alt Empordà, Catalunya",42.3732813,2.9206405
30/06/2014,23,Noguera,251771,Preixens,0.25,0.84,6.39,1.09,"Preixens, Noguera, Catalunya",41.7948485,1.0509201
30/06/2014,17,Garraf,83073,Vilanova i la Geltrú,0.02,0.0,0.0,0.02,"Vilanova i la Geltrú, Garraf, Catalunya",41.2241992,1.7256327
01/07/2014,9,Baix Ebre,431495,Tivenys,0.0,0.46,0.0,0.46,"Tivenys, Baix Ebre, Catalunya",40.9063633,0.5123178
01/07/2014,9,Baix Ebre,430252,Benifallet,0.0,0.0,0.0,0.0,"Benifallet, Baix Ebre, Catalunya",40.9740568,0.5157716
01/07/2014,22,Montsià,431567,Ulldecona,0.0,0.0,0.0,0.0,"Ulldecona, Montsià, Catalunya",40.5967567,0.4460301
01/07/2014,30,Ribera d'Ebre,431508,Tivissa,0.51,0.9,0.0,1.41,"Tivissa, Ribera d'Ebre, Catalunya",41.0416528,0.7331448
01/07/2014,30,Ribera d'Ebre,431251,Riba-roja d'Ebre,0.12,0.0,0.0,0.12,"Riba-roja d'Ebre, Ribera d'Ebre, Catalunya",41.2514635,0.4855561
01/07/2014,7,Bages,81136,Manresa,0.0,0.08,0.0,0.08,"Manresa, Bages, Catalunya",41.7288939,1.8286765
02/07/2014,33,Segrià,251207,Lleida,0.02,0.0,0.0,0.02,"Lleida, Segrià, Catalunya",41.6147605,0.6267842
02/07/2014,7,Bages,82779,Talamanca,0.0,0.0,0.0,0.0,"Talamanca, Bages, Catalunya",41.736093,1.9780786
02/07/2014,33,Segrià,250117,Alcarràs,0.0,0.0,0.0,0.0,"Alcarràs, Segrià, Catalunya",41.5632578,0.5240396
04/07/2014,11,Baix Llobregat,80207,Begues,0.0,0.0,0.0,0.0,"Begues, Baix Llobregat, Catalunya",41.3328119,1.925468
04/07/2014,17,Garraf,82704,Sitges,0.15,0.0,0.0,0.15,"Sitges, Garraf, Catalunya",41.2366707,1.8228136
04/07/2014,24,Osona,80673,Centelles,0.0,0.02,0.0,0.02,"Centelles, Osona, Catalunya",41.7981296,2.2218056
04/07/2014,20,Gironès,170792,Girona,0.0,0.0,0.0,0.0,"Girona, Gironès, Catalunya",41.9793006,2.8199439
05/07/2014,6,Anoia,81705,"Prats de Rei, els",0.0,0.01,0.7,0.01,"Prats de Rei, els, Anoia, Catalunya",41.7087424,1.5392472
06/07/2014,16,Conca de Barberà,430542,"Espluga de Francolí, l'",0.02,0.0,0.0,0.02,"Espluga de Francolí, l', Conca de Barberà, Catalunya",41.4004742,1.1032654
06/07/2014,7,Bages,82188,Sant Joan de Vilatorrada,0.15,0.0,0.06,0.15,"Sant Joan de Vilatorrada, Bages, Catalunya",41.7422073,1.803625
06/07/2014,10,Baix Empordà,171812,Santa Cristina d'Aro,0.0,0.0,0.0,0.0,"Santa Cristina d'Aro, Baix Empordà, Catalunya",41.813979,2.9974879
06/07/2014,16,Conca de Barberà,431592,Vallfogona de Riucorb,0.0,0.0,0.0,0.0,"Vallfogona de Riucorb, Conca de Barberà, Catalunya",41.5632199,1.2348222
06/07/2014,10,Baix Empordà,171812,Santa Cristina d'Aro,0.0,0.0,0.0,0.0,"Santa Cristina d'Aro, Baix Empordà, Catalunya",41.813979,2.9974879
06/07/2014,10,Baix Empordà,171812,Santa Cristina d'Aro,0.0,0.0,0.0,0.0,"Santa Cristina d'Aro, Baix Empordà, Catalunya",41.813979,2.9974879
09/07/2014,24,Osona,81290,Muntanyola,0.0,0.02,0.0,0.02,"Muntanyola, Osona, Catalunya",41.8769342,2.1790836
10/07/2014,40,Vallès Occidental,82671,Sentmenat,0.0,0.23,0.4,0.23,"Sentmenat, Vallès Occidental, Catalunya",41.6110502,2.1374456
10/07/2014,33,Segrià,251023,"Granja d'Escarp, la",0.0,6.74,1.57,6.74,"Granja d'Escarp, la, Segrià, Catalunya",41.4187382,0.3475385
11/07/2014,9,Baix Ebre,430136,"Ametlla de Mar, l'",0.14,0.0,0.92,0.14,"Ametlla de Mar, l', Baix Ebre, Catalunya",40.905709,0.8097498
11/07/2014,40,Vallès Occidental,82055,Sant Cugat del Vallès,0.0,0.1,0.0,0.1,"Sant Cugat del Vallès, Vallès Occidental, Catalunya",41.4728432,2.0817809
12/07/2014,9,Baix Ebre,431331,Roquetes,0.0,0.59,0.0,0.59,"Roquetes, Baix Ebre, Catalunya",40.8203657,0.5019225
13/07/2014,1,Alt Camp,430918,Mont-ral,0.0,0.0,0.0,0.0,"Mont-ral, Alt Camp, Catalunya",41.2871207,1.0965746
13/07/2014,12,Baix Penedès,431378,Sant Jaume dels Domenys,0.01,0.0,0.0,0.01,"Sant Jaume dels Domenys, Baix Penedès, Catalunya",41.2988526,1.5585932
15/07/2014,3,Alt Penedès,81458,Olèrdola,0.0,0.02,0.0,0.02,"Olèrdola, Alt Penedès, Catalunya",41.3214217,1.7234463
17/07/2014,14,Berguedà,82554,Santa Maria de Merlès,0.03,0.0,0.0,0.03,"Santa Maria de Merlès, Berguedà, Catalunya",42.0007572,1.9778885
17/07/2014,40,Vallès Occidental,82665,Cerdanyola del Vallès,0.01,0.0,0.0,0.01,"Cerdanyola del Vallès, Vallès Occidental, Catalunya",41.4910324,2.1374969
17/07/2014,34,Selva,171805,Santa Coloma de Farners,0.2,0.0,0.0,0.2,"Santa Coloma de Farners, Selva, Catalunya",41.8603109,2.6659047
17/07/2014,32,Segarra,251977,Sant Guim de la Plana,4.26,7.2,34.38,11.46,"Sant Guim de la Plana, Segarra, Catalunya",41.7624821,1.3236047
18/07/2014,23,Noguera,250621,Camarasa,0.0,1.3,0.0,1.3,"Camarasa, Noguera, Catalunya",41.8756649,0.8778945
18/07/2014,7,Bages,81918,Sallent,0.63,0.0,0.0,0.63,"Sallent, Bages, Catalunya",41.8259065,1.8948758
18/07/2014,17,Garraf,82310,Sant Pere de Ribes,0.02,0.0,0.0,0.02,"Sant Pere de Ribes, Garraf, Catalunya",41.2619218,1.7721357
19/07/2014,7,Bages,80478,Cardona,0.46,0.0,0.0,0.46,"Cardona, Bages, Catalunya",41.9142758,1.68133
19/07/2014,32,Segarra,252234,Torà,0.0,0.7,0.0,0.7,"Torà, Segarra, Catalunya",41.6733933,1.2802937
19/07/2014,23,Noguera,250426,"Baronia de Rialb, la",0.08,0.0,0.0,0.08,"Baronia de Rialb, la, Noguera, Catalunya",41.9279256,1.1984603
19/07/2014,35,Solsonès,250642,Castellar de la Ribera,0.03,0.0,0.0,0.03,"Castellar de la Ribera, Solsonès, Catalunya",42.022662,1.4161208
19/07/2014,42,Moianès,82589,Santa Maria d'Oló,0.0,0.0,0.0,0.0,"Santa Maria d'Oló, Moianès, Catalunya",41.8742425,2.0358546
19/07/2014,29,Priorat,430751,Margalef,0.0,0.08,0.0,0.08,"Margalef, Priorat, Catalunya",41.2854434,0.7522893
19/07/2014,23,Noguera,250024,Àger,0.0,0.02,0.0,0.02,"Àger, Noguera, Catalunya",42.0000879,0.7632247
19/07/2014,20,Gironès,171557,Salt,0.0,0.0,0.0,0.0,"Salt, Gironès, Catalunya",41.9741672,2.7949886
20/07/2014,30,Ribera d'Ebre,431508,Tivissa,0.5,0.5,0.0,1.0,"Tivissa, Ribera d'Ebre, Catalunya",41.0416528,0.7331448
20/07/2014,1,Alt Camp,430918,Mont-ral,0.0,0.0,0.0,0.0,"Mont-ral, Alt Camp, Catalunya",41.2871207,1.0965746
20/07/2014,2,Alt Empordà,171582,Sant Climent Sescebes,0.0,0.0,0.0,0.0,"Sant Climent Sescebes, Alt Empordà, Catalunya",42.3693761,2.9802226
20/07/2014,13,Barcelonès,80193,Barcelona,0.0,0.24,0.0,0.24,"Barcelona, Barcelonès, Catalunya",41.3825802,2.177073
20/07/2014,9,Baix Ebre,431554,Tortosa,0.0,1.1,1.3,1.1,"Tortosa, Baix Ebre, Catalunya",40.8110158,0.5209333
20/07/2014,12,Baix Penedès,431378,Sant Jaume dels Domenys,0.03,0.0,0.0,0.03,"Sant Jaume dels Domenys, Baix Penedès, Catalunya",41.2988526,1.5585932
21/07/2014,17,Garraf,80431,Canyelles,0.0,0.0,0.0,0.0,"Canyelles, Garraf, Catalunya",41.2858273,1.7222743
22/07/2014,14,Berguedà,80996,Guardiola de Berguedà,0.02,0.0,0.0,0.02,"Guardiola de Berguedà, Berguedà, Catalunya",42.2338584,1.8792389
22/07/2014,10,Baix Empordà,179026,Forallac,0.03,0.0,0.0,0.03,"Forallac, Baix Empordà, Catalunya",41.9405813,3.0817246
22/07/2014,7,Bages,81271,Monistrol de Montserrat,0.0,0.9,0.0,0.9,"Monistrol de Montserrat, Bages, Catalunya",41.6105028,1.8452698
23/07/2014,8,Baix Camp,430311,"Borges del Camp, les",0.0,0.15,0.0,0.15,"Borges del Camp, les, Baix Camp, Catalunya",41.17534,1.0311515
23/07/2014,9,Baix Ebre,431042,"Perelló, el",0.0,0.0,0.0,0.0,"Perelló, el, Baix Ebre, Catalunya",40.8265276,0.7386556
23/07/2014,7,Bages,80386,Callús,0.0,0.12,0.0,0.12,"Callús, Bages, Catalunya",41.7824664,1.7837664
24/07/2014,6,Anoia,80364,Calonge de Segarra,0.35,0.0,0.03,0.35,"Calonge de Segarra, Anoia, Catalunya",41.7642502,1.4820028
24/07/2014,10,Baix Empordà,170139,Begur,0.23,0.0,0.0,0.23,"Begur, Baix Empordà, Catalunya",41.9541918,3.2088349
24/07/2014,6,Anoia,82975,Veciana,0.0,0.25,1.39,0.25,"Veciana, Anoia, Catalunya",41.6559029,1.4885194
25/07/2014,25,Pallars Jussà,252347,Tremp,0.03,0.0,0.0,0.03,"Tremp, Pallars Jussà, Catalunya",42.1669782,0.8950137
25/07/2014,35,Solsonès,251673,Pinós,0.0,0.02,0.0,0.02,"Pinós, Solsonès, Catalunya",41.8274504,1.5426078
25/07/2014,6,Anoia,82264,Sant Martí de Tous,0.0,0.0,0.0,0.0,"Sant Martí de Tous, Anoia, Catalunya",41.5621915,1.521792
25/07/2014,6,Anoia,81043,"Llacuna, la",0.0,0.01,0.0,0.01,"Llacuna, la, Anoia, Catalunya",41.4834893,1.5536357
25/07/2014,21,Maresme,80039,Alella,0.0,0.0,0.0,0.0,"Alella, Maresme, Catalunya",41.4952867,2.2942758
25/07/2014,7,Bages,80478,Cardona,0.0,0.0,0.0,0.0,"Cardona, Bages, Catalunya",41.9142758,1.68133
25/07/2014,4,Alt Urgell,250616,Cabó,0.0,0.0,0.0,0.0,"Cabó, Alt Urgell, Catalunya",42.2391689,1.2469615
25/07/2014,18,Garrigues,250978,Fulleda,0.0,0.0,0.0,0.0,"Fulleda, Garrigues, Catalunya",41.4634427,1.024406
25/07/2014,3,Alt Penedès,81228,Mediona,0.06,0.0,0.0,0.06,"Mediona, Alt Penedès, Catalunya",41.4773943,1.6350185
25/07/2014,6,Anoia,80253,"Bruc, el",0.0,0.02,0.0,0.02,"Bruc, el, Anoia, Catalunya",41.5835079,1.7779749
25/07/2014,40,Vallès Occidental,83008,Viladecavalls,0.01,0.0,0.0,0.01,"Viladecavalls, Vallès Occidental, Catalunya",41.5563969,1.9553173
25/07/2014,38,Urgell,250740,Ciutadilla,0.0,0.0,0.0,0.0,"Ciutadilla, Urgell, Catalunya",41.5613952,1.1393955
25/07/2014,7,Bages,80594,Castellfollit del Boix,0.0,0.01,0.0,0.01,"Castellfollit del Boix, Bages, Catalunya",41.6657331,1.6847457
25/07/2014,21,Maresme,81537,Òrrius,0.0,0.0,0.0,0.0,"Òrrius, Maresme, Catalunya",41.5551821,2.3549387
25/07/2014,6,Anoia,80214,Bellprat,0.01,0.0,0.0,0.01,"Bellprat, Anoia, Catalunya",41.5174829,1.4335846
25/07/2014,6,Anoia,81043,"Llacuna, la",0.06,0.0,0.0,0.06,"Llacuna, la, Anoia, Catalunya",41.4834893,1.5536357
25/07/2014,10,Baix Empordà,170486,Castell-Platja d'Aro,0.0,0.0,0.0,0.0,"Castell-Platja d'Aro, Baix Empordà, Catalunya",41.8186608,3.044996
25/07/2014,10,Baix Empordà,170486,Castell-Platja d'Aro,0.0,0.0,0.0,0.0,"Castell-Platja d'Aro, Baix Empordà, Catalunya",41.8186608,3.044996
